column_name,measure,value_2020_2,value_2021_1,values_equal
ScottishParlCon0511,distinct_values,0,0,TRUE
ScottishParlCon0511,minimum_value,NULL,NULL,TRUE
ScottishParlCon0511,maximum_value,NULL,NULL,TRUE
ScottishParlConstituency2014Code,data_type,char(9),char(9),TRUE
ScottishParlConstituency2014Code,null_count,0,0,TRUE
ScottishParlConstituency2014Code,distinct_values,73,73,TRUE
ScottishParlConstituency2014Code,minimum_value,S16000074,S16000074,TRUE
ScottishParlConstituency2014Code,maximum_value,S16000148,S16000148,TRUE
ScottishParlRegion,data_type,char(2),char(2),TRUE
ScottishParlRegion,null_count,224174,224827,FALSE
ScottishParlRegion,distinct_values,0,0,TRUE
ScottishParlRegion,minimum_value,NULL,NULL,TRUE
ScottishParlRegion,maximum_value,NULL,NULL,TRUE
ScottishParlRegion0507,data_type,char(9),char(9),TRUE
ScottishParlRegion0507,null_count,224174,224827,FALSE
ScottishParlRegion0507,distinct_values,0,0,TRUE
ScottishParlRegion0507,minimum_value,NULL,NULL,TRUE
ScottishParlRegion0507,maximum_value,NULL,NULL,TRUE
ScottishParlRegion0511,data_type,char(9),char(9),TRUE
ScottishParlRegion0511,null_count,224174,224827,FALSE
ScottishParlRegion0511,distinct_values,0,0,TRUE
ScottishParlRegion0511,minimum_value,NULL,NULL,TRUE
ScottishParlRegion0511,maximum_value,NULL,NULL,TRUE
ScottishParlRegion2014Code,data_type,char(9),char(9),TRUE
ScottishParlRegion2014Code,null_count,0,0,TRUE
ScottishParlRegion2014Code,distinct_values,8,8,TRUE
ScottishParlRegion2014Code,minimum_value,S17000009,S17000009,TRUE
ScottishParlRegion2014Code,maximum_value,S17000018,S17000018,TRUE
Settlement2001Code,data_type,char(3),char(3),TRUE
Settlement2001Code,null_count,224174,224827,FALSE
Settlement2001Code,distinct_values,0,0,TRUE
Settlement2001Code,minimum_value,NULL,NULL,TRUE
Settlement2001Code,maximum_value,NULL,NULL,TRUE
Settlement2003Code,data_type,char(3),char(3),TRUE
Settlement2003Code,null_count,224174,224827,FALSE
Settlement2003Code,distinct_values,0,0,TRUE
Settlement2003Code,minimum_value,NULL,NULL,TRUE
Settlement2003Code,maximum_value,NULL,NULL,TRUE
Settlement2004Code,data_type,char(3),char(3),TRUE
Settlement2004Code,null_count,224174,224827,FALSE
Settlement2004Code,distinct_values,0,0,TRUE
Settlement2004Code,minimum_value,NULL,NULL,TRUE
Settlement2004Code,maximum_value,NULL,NULL,TRUE
Settlement2006Code,data_type,char(3),char(3),TRUE
Settlement2006Code,null_count,224174,224827,FALSE
Settlement2006Code,distinct_values,0,0,TRUE
Settlement2006Code,minimum_value,NULL,NULL,TRUE
Settlement2006Code,maximum_value,NULL,NULL,TRUE
Settlement2008Code,data_type,char(3),char(3),TRUE
Settlement2008Code,null_count,224174,224827,FALSE
Settlement2008Code,distinct_values,0,0,TRUE
Settlement2008Code,minimum_value,NULL,NULL,TRUE
Settlement2008Code,maximum_value,NULL,NULL,TRUE
Settlement2010Code,data_type,char(3),char(3),TRUE
Settlement2010Code,null_count,224174,224827,FALSE
Settlement2010Code,distinct_values,0,0,TRUE
Settlement2010Code,minimum_value,NULL,NULL,TRUE
Settlement2010Code,maximum_value,NULL,NULL,TRUE
Settlement2012Code,data_type,char(3),char(3),TRUE
Settlement2012Code,null_count,224174,224827,FALSE
Settlement2012Code,distinct_values,0,0,TRUE
Settlement2012Code,minimum_value,NULL,NULL,TRUE
Settlement2012Code,maximum_value,NULL,NULL,TRUE
ShelteredHousingAccomInd,data_type,char(1),char(1),TRUE
ShelteredHousingAccomInd,null_count,224174,224827,FALSE
ShelteredHousingAccomInd,distinct_values,0,0,TRUE
ShelteredHousingAccomInd,minimum_value,NULL,NULL,TRUE
ShelteredHousingAccomInd,maximum_value,NULL,NULL,TRUE
SheriffCourtDistrict,data_type,int,int,TRUE
SheriffCourtDistrict,null_count,224174,224827,FALSE
SheriffCourtDistrict,distinct_values,0,0,TRUE
SheriffCourtDistrict,minimum_value,NULL,NULL,TRUE
SheriffCourtDistrict,maximum_value,NULL,NULL,TRUE
SIMD,data_type,char(4),char(4),TRUE
SIMD,null_count,224174,224827,FALSE
SIMD,distinct_values,0,0,TRUE
SIMD,minimum_value,NULL,NULL,TRUE
SIMD,maximum_value,NULL,NULL,TRUE
SourceReleaseVersion,data_type,varchar(10),varchar(10),TRUE
SourceReleaseVersion,null_count,0,0,TRUE
SourceReleaseVersion,distinct_values,1,1,TRUE
SourceReleaseVersion,minimum_value,2020-2,2021-1,FALSE
SourceReleaseVersion,maximum_value,2020-2,2021-1,FALSE
Splitare,data_type,char(1),char(1),TRUE
Splitare,null_count,224174,224827,FALSE
Splitare,distinct_values,0,0,TRUE
Splitare,minimum_value,NULL,NULL,TRUE
Splitare,maximum_value,NULL,NULL,TRUE
SplitIndicator,data_type,char(1),char(1),TRUE
SplitIndicator,null_count,0,0,TRUE
SplitIndicator,distinct_values,2,2,TRUE
SplitIndicator,minimum_value,N,N,TRUE
SplitIndicator,maximum_value,Y,Y,TRUE
StrategicDevelopPlanningArea2013,data_type,char(9),char(9),TRUE
StrategicDevelopPlanningArea2013,null_count,0,0,TRUE
StrategicDevelopPlanningArea2013,distinct_values,5,5,TRUE
StrategicDevelopPlanningArea2013,minimum_value,NA,NA,TRUE
StrategicDevelopPlanningArea2013,maximum_value,S11000005,S11000005,TRUE
StudentAccomInd,data_type,char(1),char(1),TRUE
StudentAccomInd,null_count,224174,224827,FALSE
StudentAccomInd,distinct_values,0,0,TRUE
StudentAccomInd,minimum_value,NULL,NULL,TRUE
StudentAccomInd,maximum_value,NULL,NULL,TRUE
TravelToWorkArea2011Code,data_type,char(9),char(9),TRUE
TravelToWorkArea2011Code,null_count,0,0,TRUE
TravelToWorkArea2011Code,distinct_values,47,47,TRUE
TravelToWorkArea2011Code,minimum_value,K01000009,K01000009,TRUE
TravelToWorkArea2011Code,maximum_value,S22000086,S22000086,TRUE
UKParlConstituency2005Code,data_type,char(9),char(9),TRUE
UKParlConstituency2005Code,null_count,0,0,TRUE
UKParlConstituency2005Code,distinct_values,59,59,TRUE
UKParlConstituency2005Code,minimum_value,S14000001,S14000001,TRUE
UKParlConstituency2005Code,maximum_value,S14000059,S14000059,TRUE
UrbanRural6Fold2011_2012Code,data_type,char(1),char(1),TRUE
UrbanRural6Fold2011_2012Code,null_count,224174,224827,FALSE
UrbanRural6Fold2011_2012Code,distinct_values,0,0,TRUE
UrbanRural6Fold2011_2012Code,minimum_value,NULL,NULL,TRUE
UrbanRural6Fold2011_2012Code,maximum_value,NULL,NULL,TRUE
UrbanRural6Fold2013_2014Code,data_type,char(1),char(1),TRUE
UrbanRural6Fold2013_2014Code,null_count,224174,224827,FALSE
UrbanRural6Fold2013_2014Code,distinct_values,0,0,TRUE
UrbanRural6Fold2013_2014Code,minimum_value,NULL,NULL,TRUE
UrbanRural6Fold2013_2014Code,maximum_value,NULL,NULL,TRUE
UrbanRural6Fold2016Code,data_type,char(1),char(1),TRUE
UrbanRural6Fold2016Code,null_count,0,0,TRUE
UrbanRural6Fold2016Code,distinct_values,6,6,TRUE
UrbanRural6Fold2016Code,minimum_value,1,1,TRUE
UrbanRural6Fold2016Code,maximum_value,6,6,TRUE
UrbanRural8Fold2011_2012Code,data_type,char(1),char(1),TRUE
UrbanRural8Fold2011_2012Code,null_count,224174,224827,FALSE
UrbanRural8Fold2011_2012Code,distinct_values,0,0,TRUE
UrbanRural8Fold2011_2012Code,minimum_value,NULL,NULL,TRUE
UrbanRural8Fold2011_2012Code,maximum_value,NULL,NULL,TRUE
UrbanRural8Fold2013_2014Code,data_type,char(1),char(1),TRUE
UrbanRural8Fold2013_2014Code,null_count,224174,224827,FALSE
UrbanRural8Fold2013_2014Code,distinct_values,0,0,TRUE
UrbanRural8Fold2013_2014Code,minimum_value,NULL,NULL,TRUE
UrbanRural8Fold2013_2014Code,maximum_value,NULL,NULL,TRUE
UrbanRural8Fold2016Code,data_type,char(1),char(1),TRUE
UrbanRural8Fold2016Code,null_count,0,0,TRUE
UrbanRural8Fold2016Code,distinct_values,8,8,TRUE
UrbanRural8Fold2016Code,minimum_value,1,1,TRUE
UrbanRural8Fold2016Code,maximum_value,8,8,TRUE
WestminsterParlCon,data_type,char(2),char(2),TRUE
WestminsterParlCon,null_count,224174,224827,FALSE
WestminsterParlCon,distinct_values,0,0,TRUE
WestminsterParlCon,minimum_value,NULL,NULL,TRUE
WestminsterParlCon,maximum_value,NULL,NULL,TRUE
